text,label
レジ打ちの若い男性の態度が、あまりにもぶっきらぼうで、声も小さく聞き取り辛くて最悪でした クーポン対象の商品も、上限数がまだまだ沢山あったにも関わらず、棚に一つも陳列されていなくて、店員さんに確認したかったので、10分程探しましたが、誰も売り場にはいませんでした 久しぶりに嫌な気持ちで店を出ました 。,0
フライパンコーナー等の日用雑貨売場がとても見えづらい 特に１階は何がどこにあるのか分からない 。,0
レジの男性が親切。,1
2.2ミリの太麺パスタを入れて下さい 。,2
レジの人が親切で良かったです 。,1
言葉通じない中国人の態度がわるい。,0
私がたまたま行くドンキは、ややクールな対応の方が多い店舗だと感じます まだ、近くのピアゴ店舗の店員さんは、とても丁寧な接客、特に高齢者に親切なんだと観て思います 。,2
特にない。,2
一階レジ待ち、10人以上商品詰める場所が狭く待ったアルコール、炭酸一階に置いてほしい 重いからくじはじめて当たった。,2
今迄の駐輪場が駐車場になり、ここに自転車を置かないで下さいのついたてがありますが、かえって駐車場にすると危ないと思います 駐車場と駐車場の間に駐輪場ではなく今まで通り入って右側が駐輪場が良いと思います。,2
過剰接客、自分でやる 支払方法出来ると、言ってるのにやらしてくれ！やらしてくれ！。,0
売場の陳列が変わって見やすくなったと思います。,1
値段がわからない商品があって、そういうのをなくしていただけたら助かります。,2
前にレジが見習い店員みたいてクレカのmajica番号を読まずに会計されてポイントが付かなかった こちらも初めてクレカ使ったため決済すれば自動に付くと思っていた 今はスマホのmajica番号とクレカをそれぞれ読み込ましている 見習いのレジは指導者がいたほうがよい。,0
レジの方の対応がとても良かったです。,1
品出しの人がじゃま。,0
和泉中央店 今日暑かったですよ!!店内エアコンが切られてたのか、外と温度が同じでした ゆっくり商品を見たいのに汗出てゆっくりなんてしてられませんでした!!季節が進んだからエアコン切るのでは無く、その日の気温に合わせて欲しいです 皆が車で来るのでは無く、３０分以上運動を兼ねて歩いて行く客もいる事を考えてもらいたいです。,0
フンドーキン無添加合わせ味噌ビッグサイズを置いていただきたいです。,2
時々果物の値段が付いて無い時が有りました。,2
クーポン対象の商品を購入しようと思い探したがなかなか見つからなくて困った 手が届かないような高い場所にあったので購入するのを辞めた クーポン対象の商品は見つかりやすい場所に移動したり、各コーナーでクーポン対象の商品をまとめて置いたりしてみては見つけにくい。,0
レジに並んでいる際、店内チラシを見て、何処かを見ていたが、きちんと声を掛けてくれた。,1
私はドンキで買い物をするのが好きです なぜなら、常にプロモーションがあるからです レジの女の子、特にブロンドの髪の女の子が大好きです とても親切。,1
特になし。,2
食料品の値段を下げて欲しい 期限の近い商品の割引を増やして欲しい。,0
レジの対応は良かったです。,1
東洋水産ふっくら中華風おこわ298円を復活させて頂きたい。,0
玉子売り場が2箇所あるので１つにまとめてほしい。,0
今回のレジをしてくださった方は、以前商品のことを聞いた時も丁寧に対応してくださったので、嬉しく思いました。,1
いつも有難う御座います。,1
レジの並びが分かりにくかった。,0
お弁当がすぐ売り切れるので、もっと在庫を並べてほしい 。,1
特になし。,2
レジは人によって対応がかなり違いますね 年齢が上の方の方が丁寧な対応ができてると思います ー。,2
Eさん、何時もありがとう 。,1
アリエール除菌プラスが以前945g298円で売っていたが、ココ最近、増量してるのにも関わらず高くなってる 。,0
クーポンについて、詳しく教えてくれました 。,1
いつも　安いと思います。,1
アイスクリームをもっと安くして欲しい 。,1
駐車場の割引が2000円以上で1時間は高すぎる また出口も厚木街道に出にくく駐車場の中で渋滞していることがある 。,0
リステリン安く提供して欲しいです。,1
特になし。,2
弁当美味しい。,1
日本酒の種類を増やしてほしい 高知のお酒で船中八策を置いてほしいです！。,1
イワタニのカセットフータフまるを安くして欲しい。,1
なし。,2
いつもありがとうございます。,1
メガネ、ふっくらされている男性ですが、何時も心地良い対応をされます。,1
安売りの品の所に違う商品が入っていて、間違えて購入しそうになった 気になる商品があったが値段表示がなく購入しなかった。,2
対応が良かった。,1
ぞう菜を種類多く，魚売場質をもっとよくして値段ら高くても良いから。,1
16日にペイチャがつかえなかった（15日の深夜だからとのこと）。,0
クーポンの、醤油ラーメン、とんこつラーメン朝10時迄に来店するのですが、毎回欠品ばかり5回以上続いてるので、無いので有ればクーポンに掲載しないで 他の品物でかまんから、在庫確実に有る品物に転換して下さい 至急宜しくです。,0
混雑時にレジを全部解放して欲しい。,1
メガドンキ砺波で買い物した WiFiが繋がりにくい！いつになれば改善するのか！。,0
特に必要です 。,2
いつも、お掃除が行き届いていて、雨の日でも、床が、ピカピカで気持ちが良いですね。,1
量販店より、お酒の種類が少ない 。,0
空いて良かった。,1
接客があまり良くない みんなちょっと派手すぎる。,0
子供と行く事が多いので、通路がもう少し広かったらなぁと思います 。,1
この時期で真田、挨拶は、いらないです。,2
生ハムが、198円から238円になってからは買っていません よく行く食品スｰパーと価格が変わらなくなったからです 何故なのでしょうか？。,2
レジ対応良 今朝TVでドンキさんの特集を拝見しました さまざまな商品開発、興味深かったです フリーズドライ製法のものが多いようなので、こだわりお茶漬けを作ってみたらいかがでしょうか 。,1
情熱価格のシチリア産レモンの中栓が分別の際取れないので改良してほしい。,0
いつもきれいに掃除されている。,1
リステリンは？。,2
axeのボディースプレーの品揃えが少ないので、ゴールドウッドバニラ香を加えて欲しい 入荷すれば、必ず買います 。,1
楽しんでお買い物出来ました 。,1
小学生をつれて、2000円以上購入したのにゲームコインをもらえない時があったレジの店員によるかもしれないが、統一してほしい。,0
焼肉のタレが美味しかったです 。,1
下着を買った時に、男性のレジの方しか、いなくて近くにレジを片付けている女性の方に、声かけて下着なので男性のレジでは、抵抗があると話たら、清算してくれましたとても感じが良かったです。,1
レジの手際が良くて待たされる事も無かった。,1
レジの人がスムーズで良かった！シャンプーが少し高い気がしますもう少し安くしたらお客さんも買うかも。,2
買いたい物の場所がわからない時、従業員さんがいなくて困る。,0
いつもありがとうございます 。,1
レジの方は接客的に対応してほしい。,2
やっとGARAMタバコ販売店見つけたのに、在庫切れ？入荷未定？ちょくちょく見に行かないと行けないのが不便 。,0
夕方の忙しい時間でしたが、皆さん、テキパキと仕事をしていました 頑張って下さい。,1
即席麺、カップ麺を安くして欲しい‼︎。,2
良いです。,1
武豊店です 1階に少しでも、良いから休憩場所作って下さい～、優しくして下さい。,1
一部陳列が変わっていました、よかったと思います 他にもあると思います　よろしくお願いします 。,1
食品レジにいたSさんの対応がとっても良かったです きちんと目を見て、丁寧に対応してもらえたのが、気持ち良かったです 。,1
特にない。,2
ピュリナワン。,2
駐車場入口の警備員さんの態度がデカイ 。,0
雨の日に傘が無かった。,0
最近は飲み物が安くない!!前まではドラッグストアより安かったのに最近はドラッグストアの方が安い 。,0
缶チューハイ缶ビールを安くしてほしい 。,1
値札がついていない商品が積み上げてあり、店員さんに聞いて買いました 数日後に行ってもまだ値札がついていませんでした 。,0
レジでの間違い時に謝罪の言葉なし。,0
2.2ミリの太麺パスタを入れて下さい トロピカーナグレープフルーツジュースの小さいバックを入れて下さい 。,2
朝早かったので、レジに並ぶ人なし レジの人の名前はわからないが、クーポンがちゃんと使われている事を知らせてくれて良いと感じた 。,1
通路をもっと広くして下さい 。,2
ヤクルト1000増やしてください。,2
支払いをスムーズにする為に、繁忙時は、すべてのレジを解放して欲しい事と宇品店のように店員さんの商品レジスキャンて購入金額が確定したら支払いを顧客自動精算機でできるようにしてもらえればと思います 。,2
たまごのクーポンが月の後半でなくなるので補充して欲しい。,2
いつも利用してます。,1
レジの若い店員の接客態度が悪い。,0
レジの方や従業員さんの対応が良かったです また利用したいです！。,1
日替わりの商品が開店1時間しないのに売り切れは早すぎる 。,0
今日もレジ2箇所しか空いてなくて、早く帰宅したいので焦って買い物したに意味なく時間が経つ、なので会社帰りはなるべくドンキーさんは寄らないようにしてます 土日は最悪だと思います 。,0
レジ混みすぎ。,0
アニメコラボしてるグッズの詳細ポスターに売り切れシールが貼られてるのですが、店頭にある商品なのに売り切れシールが貼られてることがあるので、注意してほしいです 。,0
業務用ミックスナッツをおいてね!。,1
洗顔フォームを探したが見つかるまで時間がかかった、しかも種類が少ないドンキホーテの方が種類が多く珍しいタイプがあるメガドンキの方が売り場広いのに、種類が少なく残念。,0
アイスキャンディーの商品を○○入荷して欲しいとレジーの方に頼んだら、すぐメモを取りすぐに対応してくださり次回買い物に行ったら、その商品があり、嬉しかったです ありがとうございました 夏、あの抹茶ミルクキャンディーが食べれて、嬉しかったです 店員さんありがとうございました 。,1
セルフレジがほしい。,1
品だしの人、通路狭いので周りみながらやってほしいです ぶつかりました 。,0
欲しかった物が在庫が無かった 棚に物が少なくて、高い所の物が奥まで手を伸ばすのが大変で取りにくい 。,0
特になし。,2
さつまいもがカットされてたら買います 。,1
丁寧に接客していただいたので何も言うことはありません 。,1
対応は、人による 今日の対応は、もう少し丁寧にしても良かったと思う あまり気分は良くない 。,0
野菜も置いて頂けると助かります 。,1
猫ちゃんのポンチュールの販売して欲しいです 今日買いに行ったけど見当たらなかったので売っていたかもしれないけど探すことができませんでした お店の方も中々探せなかったので諦めてかえって来ました 。,0
いつも楽しくて安くていくのがたのしみです！。,1
大人のおしめを探したのですが、見当たらなくて、諦めました 少しでも置いてもらえると有り難いです 。,1
特に無し。,2
レジで商品をかごに移す際 商品の扱いが雑でした 駐輪場にカートがいくつもあって 道を塞いでいた 。,0
よかったです 。,1
9月の特売品がたくさん有って良かったです!,1
お弁当買ったけどお箸もらえなかった 何か応募用紙をもらってた人もいたけど私は3千円以上買ったけどもらえなかった 。,0
下着を購入した時、黒の袋に入れてくれました、ありがとうございました 。,1
安かった。,1
こたにやって人、サービス業に向いてない 普通なら言わなくてもいい事が出来ないのでムカつく 。,0
すごく、手際が良く良かった。,1
レジが早くてすごい。,1
レジが２台しか開いていなかったので並びました 。,2
レジを担当してくださったHさん？は手際が良くマスクをしているにも関わらず声が聞き取りやすくて好感が持てましたが、髪の毛の色は銀髪でいいのでしょうか？。,1
レジが早くて嬉しいです 人の列ができるとすぐに応援の人が来てくれます！。,1
従業員さんのニコニコが嬉しかったです＼(^o^)／。,1
たいへん良好。,1
いつもレジは混んでいますが、店員さん皆んなレジさばきが早く、会計処理を機械で自分で行うシステムになったので、混んでいてもストレスは感じなくて良いです 。,1
品物を丁寧に探してくださいました 。,1
欲しい商品の在庫がなかった 。,0
木更津店でのことですが　クーポン発券保有出来たのに商品が無いってひどいなと思いました 。,0
座椅子の値段がわからないのがあった 誰が見てもわかりやすいようにしてほしいです 。,2
飲み物をもっと安くしてほしい。,0
レジが混んでてビックリ!毎日こうなのかな？お客さんに感謝ですね 。,1
特になし。,2
他店にない品揃えをお願いします。,1
携帯に関する商品ですが、携帯カバーなど以前は種類や数もたくさんあったと思うんですが？今はあまりなくて残念でした モバイルバッテリーに関しては安くなっていて、説明が大きく書いて貼ってあったのでわかりやすくてよかったです。,1
2階ブランド品コーナーのお会計してくれたスタッフさんがにこやかに接客してくれてとても良い印象だった。,1
1499円の焼酎だけは価格を維持して欲しい。,1
商品の場所が分かりにくい。,0
一人者の為カット果物などの少量の商品を増やして欲しい できればブドウとか梨とか桃が食べたいのですが一人だとなかなか手を出せないです。,1
レジの、Mさんという方が、とても感じの良い対応をしてくださり、気持ちよく買い物をすることができました ありがとうございました。,1
店員の配置が悪く、見つからない商品を探せない。,0
レジの従業員さんが、親切でした。,1
メガネをかけたレジの男性（若め）が親切でした。,1
スッキリをみてアスパラのお菓子を買いにきたのに取り扱ってないのはなぜ… 悲しい 枚方店 。,0
アプリを開いたら登録みたいなのが必要になった レジに並んでたのに、そのせいで後にならび直し！レジの店員さんも変わることを知らなくて、戸惑ってました レジの店員さんが可愛そうです 。,2
一階全入り口にペットボトル回収箱を置いてほしい 。,1
インスタントラーメン、お水、ドリンクをもう少し安くして欲しい。,1
カー用品の品物をもっと増やして欲しい 。,1
特にない 書いてもどうせ何も変わらないから 。,2
スマホのバーコードの読み取りがなかなかできませんでした 。,0
地下駐車場のカートを整理してるおじさんの笑顔と対応が素敵 。,1
驚くような商品はありませんでしたが、驚くような出来事はありました。,2
地下にもお手洗いがほしい。,1
惣菜コーナーのメニューをもっと増やして欲しい チキンや揚げ物系が多くて色が茶色系がほとんどでもっとヘルシーな商品もあったら良いと思う サンドイッチやスィーツ等もあると嬉しいです 。,1
従業員さんのちょっとした心遣いが嬉しかったです 。,1
特にありません 。,2
バーゲンブックが良かった すみっコぐらしがあまりなかった 。,1
夜きても食品があるのが嬉しい。,1
横須賀にメガドンキを作って欲しい ドンキとピカソで２店舗あるがどちらも老朽化を感じる 建て直す事があれば、一つにしていいのでメガドンキにしてほしい 。,1
東洋水産ふっくら中華風おこわ298円を復活させて頂きたい 。,1
会計までの道のりがたまに迷子になるので、会計までの順路というか欲しい。,1
"ポット株ベストコいいと思って買ましたが、冷めやすく,もっと保温良いもの買いたかった 。",0
クーポンの商品の場所がわかりにくいです 。,0
お菓子のうまい棒のバラ売りがほしいです。,1
激辛カルパス売れ切れだった 。,2
チャーンができるディスペンサーがあると便利。,1
ポップの値段と　レシートの値段が違っているのは　どうしてですか?昨日より安いと　思ったから買ったのに　値段の見間違いかと思い翌日確認したけと　見間違いではなかった ものすごく損した気分　数年前にも　同じ事が　ありました。,0
無料レジ袋ありがとうございます 情熱価格の赤ちゃんのお尻拭き入荷お願い致します。,1
商品の陳列が綺麗で見やすかった 。,1
レジの女性が積極的で好印象でした 。,1
従業員のUさんがとても親切で気持ちよかったです 。,1
お米の価額をもっと下げってもらえないでしょうか？市場より1円や2円安いというのは1番安いとは言えません 。,0
詰替用の乾燥パセリが有機パセリの高いヤツしか無く、探しても見付かりませんでした。,0
紙パックの飲み物が安かったので良かったです。,1
レジ待ち改善。,2
平日昼間に初めていきました いつも混んでるのでマジカ払いは助かります。,1
他の店と比較しても商品の値段がたいして変わらないので日用品とか食品やら買うなら他で買ったほうがいいかなと思う値段設定かなと思う。,0
駐車場穴だらけ。,0
特になし。,2
混んでいても、皆さんニコニコとしていますね 頑張って下さい。,1
トイレットペーパーの種類を増やしてほしい。,1
洗剤系すべて高い ダイレックスなどのほうがやすい。,0
値上がりが気になりましたが安い商品があるから、嬉しい あと値引きされた商品があると余計にラッキーって思います マジカカードをもっと利用してほしい マジカカードで支払いしたら五％になるとか 。,1
最近レジの店員さんは皆さん言葉もハキハキしているしお客様対応が良くなったと思います、接客面では無いんですが！いつもワンちゃんの餌にササミのメガ盛りを買うんですが最近価格が高くなった上にササミの処理が雑になったような気がします薄皮がくっついていて食べるのは食べるんですが湯がいた後はがして与えてます 。,0
前田のクリケット入れてください。,1
アシードブリュー(株)のバニラ&チェリーコーラを常に品揃えして欲しいです 1年に1回位しか見かけないので…見つけたら必ず購入するがいつでも帰るの安心がない。,1
たまには、クジが当たって欲しい。,2
オートミールの種類を増やして欲しい。,1
今のところ，特段対応の悪い従業員に当たったことはない また、贅沢なお願いかもしれないが、もう少し笑顔を増やしてくれるとありがたい 。,1
前より　わずかに良くなって　きてますが、まだまだですね!!　今週は、対応の良くない　店員の名札確認します！　。,2
レジの方はとても親切でした？。,1
レジ対応してくれた方の態度が悪かったエレベーター前での店員同士のお喋りが気になった。,0
レジが少ない。,0
対応したレジの方がいい人でした。,1
会計の人はとてもよかった。,1
いつも思う事ですが、店員さんにレジの台から会計機の台にかごを移して頂いていますが、会計機の前で、またカートに乗せなくてはいけないのが、少々ツラいです 考えて、レジが終わらぬ先に、カートを会計機の台に待たせると、店員さんがツラいみたいで、悩みます。,2
メールの既読、未読の色分けが薄すぎてはっきりしない 改悪アプリですか？。,0
是非気軽にいただける飲食店を増やしてほしいです！フードコートでも店舗でも。,1
最初に並んでたのに2番目の客の会計を先にされた。,0
荷物を袋につめるところがせまい。,0
いや、いんでない？。,2
レジからの動線が良くなり、買い物がしやすくなった。,1
あさひ　本生を、安くして欲しい。,0
Fさんの対応が良かった。,1
レジのIさん、子供への優しい対応でした 。,1
特にないです 。,2
今回、売場価格表示とレジ精算価格が違ってた 。,0
レジが長蛇の列 うんざり 。,0
贅沢しぼりのチューハイを安くしてほしいです 。,0
通路はダンボールで カート通れないレジ マイカゴ渡してるのに 普通のカゴに入れられ 自分で 入れ直させられる何か知らない商品の勧誘 入口でやってるから 声掛けてる人 ぢゃまで 通れない。,0
普通に良かったです (普段から接客は良いですよ )。,1
ポテチを安くして欲しい 。,0
忙しい時間帯や、レジに多くのお客様がいる際空いてるレジがあるなら、全部使ってお客様の流れを早くして欲しい。,1
豊見城店、いつも利用させていただいてます 訪れるたびに店員さんの対応が悪く良いイメージはありません ですが本日レジ対応いただいた若い男性店員さん、とっても良かったです レシートに記載あるので名前はAMさん？かな？ 手際もよく声も聞こえやすく元気で好印象でした AMさんのようなスタッフがもっと増えると良いなと思います 。,1
十六茶が安いと思いましたが、そうではありませんでした また安い時に買いたいと思います 。,2
従業員の「M」さんという方の対応がすごく良かった 9月15日午前9時ごろに買い物していて、商品(お米)の場所が分からなかった時、とても丁寧に対応してくれた 感動した 彼女を評価してほしい 。,1
普通でした。,2
特になし。,2
店員さんの対応がテキパキしていてとてもわかりやすかった 。,1
レジのメガネやのおばちゃんが、とても親切だったありがたかった。,1
もっと沢山の商品を置いて欲しいです 。,2
レジをしてくれた方が、子供に優しく対応してくれた！そういうのは、親からするとありがたいです 。,1
特に無し。,2
クーポンの種類を増やしてほしい。,1
混んでいるのにレジが二個で代用しているけど他のレジも開けて欲しかった。,0
重量のあるスヌーピーのお菓子詰め合わせが何日も、ぶら下がっています...が、これに3回頭を強打しました 苦情はないのでしょうか 頭がズキズキしています 。,2
従業員の方もとてもスムーズに対応してくださり混まずに会計ができ良かったです 。,1
定員さん親切に買いたいものを一緒に探してくれました。,1
閉店間際にお惣菜１０％引きじゃ廃棄が増えるのでは？？。,2
朝早く利用してます 他のお店は開店してないので助かってます 開店間際は他のお客様も少なく、ゆっくり買い物か出来て、駐車場も近くに止められるので重い買い物も出来ます これからも利用したいと思います。,1
自転車が停められなくて困りました。,0
リニューアル前だから？欠品が多かっつです 。,0
まずまず出来ていた 。,1
電化製品も購入しようかと子供と行ったのですが担当がいなく詳しい内容もわからず買わずに帰りました 詳しい方はいて欲しいですあとクーポンの品を把握していない定員さんばかりで買い物がとても不便でした。,0
柔軟剤と洗濯洗剤の大容量を置いて欲しいです！。,1
レジSさん良い応対です 。,1
重い買い物をしたかごを、台まで運んでもらって、助かりました。,1
地下二階にいた細いおばさんのレジさんが何も出来ない 。,0
タメ口の定員さんがいて気分が悪い。,0
よく色々な地区で利用してますが四国中央店のレジ対応は不愉快です 私語も多く、態度が悪いです 自分がお客なら同じようにされて気持ち良いでしょうか他店も同じで全体に良い印象がないです 。,0
このままのサービスでお願いします 。,2
今後とも宜しくお願い致します 。,1
特にスムーズでした 。,1
安くて良いが、店外汚い。,0
カートを使ったんですが袋代が加算されてました お店の中もカートを使うと入れないところもあり見にくかってです 。,0
いつも有難う御座います 。,1
広々としていてよかった。,1
いつもありがとうございます。,1
今日はレジがとても混んでいました 。,2
買いたい商品を一品忘れたら、取りに戻ることなくレジまで持って来てもらいました レジのMさんの対応のおかげです ありがとうございました 。,1
クーポンの品（ナビスコのクラッカー）が見つけにくかった。,0
レジの店員さんの声が全然聞こえなかったのでもう少し大きい声を出してくれるとありがたいです 。,0
Mさん、Sさん　対応がいいが、茶髪なのが気になる,2
店の人親切です・,1
レジ混みすぎ！ティシュを品出ししていた男性店員がさつ!,0
広くて一階と2階を見るの大変だなーと思いました 。,2
買い物袋を忘れた時、マジカで支払うともらえたので助かりました 。,1
お刺身を取り扱ってほしい。,1
レジの人の声が小さかった 。,0
レジ係はぶすっとしていてヤダなぁと思ったが、キャベツをビニール袋に入れてくれたり、仕事は丁寧だった 。,2
本屋さんを置いて。,1
キャットフードをもう少しお安くしてもらいたいです 。,1
Sさん？の対応がとても良かったです。,1
お弁当のオカズを安く売ってほしい!!,1
店内で品出し中、従業員同士の長いお喋りが目立ちます。,0
特価商品を陳列する時間帯の工夫。,2
いつも丁寧な対応ありがとうございます。,1
店員さんがコスプレ？(⁠カチューシャ⁠)していて可愛かった 対応も丁寧でした。,1
なんでも安くてよく利用するが、夜遅く買い物に行った際、従業員数が少ないのかもしれないが通路に空き段ボールが放置していて整理されていない感じがした そこで作業中なら仕方ないが従業員はそばにいなかったのが残念であった！。,0
ペアリングを購入しました その時にHBさんが対応してくださいました 試しに指にリングをはめさせてもらい凄く時間がかかったのにイヤな顔をせず、とても良い対応をしてもらいました。,1
愛知県稲沢市のドンキホーテ稲沢東店でほぼ買い物をしているのですが朝から食品レジにいる「X」さんという店員さんの態度がいつも気になりますこちらがドリンクは倒して入れてください等、話しかけても完全無視です！相槌もうたずの無視ですもう少し研修するなり、お客に対しての対応に気を遣っていただきたいです。,0
カルロロッシ3000この商品を取り扱って欲しい。,1
トイレットペーパー安くして欲しい 。,1
Tがとにかく溜口でなれなれしい,2
良い。,1
クーポン発券機を直してほしいです 。,1
今日は入口にお茶の箱売りがあり、購入しました たくさんありました ついでにきのこの里も安かったので買いました 。,1
レジの対応はいつも丁寧です 。,1
また、フライパンの、安売りをして下さい。,1
別にないです。,2
良いと思う。,1
最近価格が高くなった 残念です 。,0
品揃えが良かった。,1
特になし。,2
レジの待ち時間を減らして欲しい！家電やジュニア服を増やして欲しい！お寿司やお弁当等もとても美味しく好きです オリジナルデザートがたくさんあったらいいなぁ 勝幡のサービスカウンターでお中元を送る時に対応してくれた女性がとても詳しく的確、迅速な対応で旦那と笑顔で帰宅しました^_^その時はありがとうございました 。,1
以前より高くなっている 。,0
携帯で、クーポンを探すのが大変。,0
優しい定員さんばかりで買い物してて楽しい買い物になります。,1
みんなが驚くような商品価格でたまには、売ってください 。何が驚安商品なのか。,2
猫のエサでカツオ節の2本入りをまた置いて欲しい 。,2
良かった。,1
値段も安く、ドンキブランドの商品も大好きです！。,1
レジのいとうさんとても感じも対応も良かったです。,1
2.2ミリの太麺パスタを入れて下さい。,1
名前を見そびれましたが、レジの方の対応は良かったです。,1
ヨーグルトの種類を増やしてほしいです！！。,1
地下に降りる階段のセールスが毎回毎回うざい。,0
いつもペットボトルのお茶をケース購入します １０月には値上げになるので駆け込み購入者が増えると思うので在庫の強化をお願いします。,1
通販での商品など安く買えたら嬉しい。,1
欲しい商品が売り切れていた、すぐ補充して欲しい。,1
レジで親切にマジカの事を教えてくださいました。,1
道路が混んでいて入りにくかった。,0
毎回レシートが長くてクイックペイが嫌いになりそうです。,2
人によって違うので、駄目な態度の人も確かにいるし、ちゃんと対応される方もおられるので、一概には言えない。,2
サイトウの名前の人のレジで会計をしたが、袋が必要ですか、会計６番です しか言われなかった 接客できる人のレジを通ってると、すごく目立つ。,2
我が家の在庫がすぐ無くなるので、ギャッツビーの洗顔をいつでも安くしてほしいです。,1
レジの方が早口で何度も聞き返してしまいましたすみませんでした。,2
袋詰めまでしていただき、有り難かった。,1
入店時レジは空いていましたが、「いらっしゃいませ」はありませんでした。,0
1階のレジを複数にしてほしいです 食品を少し購入するだけで長い列に並ぶのは嫌です。,0
店員は良かったけど、くじの意味有りますか？アンケートを取るだけの当たりの無いくじでは？仕事場は2000人近くいますが、当たった人は聞いた事無いです。,2
サービスカウンターにベルがなく 何度かウロウロしながら反対側にベルが故障しています の張り紙が どちら側にも貼っていてほしかったです。,0
スタッフの皆さんがキビキビと働いていて、いつ行っても気持ちが良いです！！。,1
いい店。,1
言葉使いが良かった。,1
野菜があまり新鮮ではない椎茸も並んでる時点で既に赤っぽかったり　。,0
今日は食品類あまり特に安くワクワクする商品が無かったです。,0
クーポン取得したが品切れだった騙された気分。,0
店員の対応が良かった。,1
入口の買い物かご、高く積まれいてチビの私にはとりにくかった 。,0
PayPayが使えないなら使えないってレジとかに表示しておいて欲しいです。,2
伊勢市のごみ袋、少し高いかなと思います 。,2
レジの改善。,2
Calbeeのポテトチップスのセールをお願いします!!ドラッグストアよりドンキが安いのは知ってますが、もう少しだけで良いので値下げをお願いしますm(_ _)m。,1
キャラパキ安くしてほしい キャンペーン葉書をおいてほしい 。,1
飲み物売り場で買いたかったUccのブラックコーヒー無糖がまた売り切れてました たびたびあるんですがどうにかしてください 。,0
トマトを安くして欲しい。,1
マジカ会員へのレジ袋サービスは、ありがたいです！。,1
食料品を安くして欲しい。,1
トラベル用のシャンプーセットなどを置いて欲しい 。,1
クーポンサービスわかりにくい,0
アプリ　アップデートしたら、異常に使いづらい 元のほうがよかった！！。,0
着圧の安いストッキングがあると嬉しいです 。,1
h&sのシャンプーとコンディショナーを安くして欲しいです。,1
手ぶら便の対応が悪い 効率が悪くモタモタしている 。,0
スムーズで対応も良かったです 。,1
覚えたら棚変え‼️覚えたら棚変え‼️。,2
サラダチキンと燻麦値段戻して下さい。,0
レジの方の対応がとても良かったです 。,1
欲しい食品の商品が店内すぐ入ってあって買い物しやすかった！。,1
外国人のスタッフの方が丁寧に対応してくださりました 。,1
レジ係のIさんに親切に対応して頂きました ありがとうございます 。,1
通路が狭い 高い処の商品が取りにくい 。分かりにくい,2
よくドンキに行きますが野菜、果物は購入する気持ちになれません!,0
可もなく不可もなく 。,2
