商品にホコリかぶっていました 。,0
浜の町店はクーポンの種類が少ないように思います。,0
パン売り場のパンの種類をふやしてほしいです バケットをおいてください 。,1
駐輪場を作ってほしい。,1
買い物袋を忘れた時、マジカで支払うともらえたので助かりました 。,1
きき湯を安くしてほしい。,0
業務用ミックスナッツをおいてね!。,1
従業員全員がもう少し愛想良く対応してくれると気持ちよく買い物できる お菓子全般値上げしないで欲しい お菓子はドンキでしか買わないので 。,2
アプリのデジタルクーポンの先着数をもっと増やして欲しいです 。,2
【国産　おろし大根　４袋入  ¥100】【菅原冷蔵　広野工場　9:00~17:00土日祝日は除く　0234-92-3131】←販売を検討して下さい…。,2
バイトがやる気ないな 。,0
いつも有難う御座います。,1
レジのSさんめっちゃ対応ええ。,1
豆腐と牛乳がいつも安くて嬉しい PB商品の種類が増えて、嬉しいです いつも楽しみに来店しています 。,1
レジ係のIさんに親切に対応して頂きました ありがとうございます 。,1
特にないです 。,2
レジが遅いうえに態度がわるい。,0
いつも楽しく買い物してます。,1
特に無い。,2
売場の陳列が変わって見やすくなったと思います。,1
レジの人が親切で良かったです 。,1
お得に購入できるからありがたいです 。,1
レジで親切にマジカの事を教えてくださいました。,1
カートが使いにくい！落ちる！まとめ買いは他で買う。,0
お米の価額をもっと下げってもらえないでしょうか？市場より1円や2円安いというのは1番安いとは言えません 。,0
良く服を見るのが楽しくて見ますが･･･可愛い服とか大人っぽい服とか、サイズが無くて諦めたりします 女性用でXLとかあってくれると娘と双子コーデが楽しめたりするのに･･･って思います！夢が叶う日が来て欲しいです 。,1
クーポンを2個、並びで押したはずが、最初に押したクーポンが反映されず、押す前の状態に戻っていた 店員さんは値引き処理しますと言ってくれましたが、面倒なので20円引きはあきらめました 次回から、クーポン押さなくてもバーコードで自動的に値引きするようにしてください それと、店内の電波状況が悪いのが反映され無かった原因だと思います 電波状況の改善も合わせてお願い致します 。,0
3ヵ所しかレジが開いてなくて何処も5人位並んでいた 少ししてから他のレジが開いたが もう少し速い対応をしてほしい 。,0
ジョージアのオリジナル缶コーヒーが無いので置いて欲しい 。,1
申し分ありませんでした 。,2
混んでいても、皆さんニコニコとしていますね 頑張って下さい。,1
2.2ミリの太麺パスタを入れて下さい トロピカーナグレープフルーツジュースの小さいバックを入れて下さい 。,2
大きい子供用のオモチャを持てる限り持って並んでいました 順番がきたのでマジカカード提出後、買い物袋を下さいと言うと、カートを使ってないのでと断られました 目の前にあるカートに入れて並び直して下さいと わざわざ持てる限り持って並んでるのに嫌がらせとしか思えませんね 他のお客の前で晒された気分でした あの店員さんには不満しかないです その後、一階で食品を買ってレジに並ぶとまたその店員さんがいました カード支払いが終わると一品だけレジを打ち忘れたと言われ結局一品だけ現金で購入しました 不愉快極まりない。,0
いつもありがとうございます 食品の位置が変更になったようで、お疲れ様でした いつもクーポン利用で購入しているお菓子が移動しており、メイン通路とお菓子コーナーを探しましたが見つからなかったです（ ;  ; ）しかし、お会計後に別の通路のところに移動してあるのを見つけて…少し悩ましかったです 。,2
品出しが追いついていなかったです。,0
お目当てのシャケフレークが売り切れでなかったテレビで出てた商品なので多めに用意してほしい。,0
リニューアルして店の中が明るくなって、商品がゴチャゴチャしてなくて通路も広く買い物しやすくなったと感じました 。,1
とても良い。,1
このアプリでもHP上でもいいので各店舗のフロアマップがあると助かります 。,2
冷凍食品の日清台湾混ぜそばがなくなったので、仕入れ復活させて欲しいです。,0
かなりレジが混雑しているのに、レジが2台しか稼働してなくて、待ち時間が長かった また、タバコの配置と番号がわかりにくい IQOSのセンティアクリアシルバーが、他のセンティアの上に置かれていて、番号をと言われても、どの番号を言っていいのかわからない 。,0
広告の商品がどこにあるか分からない、店中探したが分からなかった❗️分かりやすくして下さい‼️。,0
特になし。,2
また広告の品の豚肉がなかった納豆もないしモッツァレラチーズもなかった最近のドンキはどうなってるんですか他の安い店に変えたほうがいいのかしらと思う。,2
駐車場で高齢者の母をのせていたら、掃除の方がとおりかかって、空いたカゴを持っていってくださいました すごく助かりました。,1
レジの対応が親切で良かったです お刺身の切り身の品数増えたら嬉しいです 。,1
駐車する際、空きスペースが少し少ないような気がします 駐車場の立体化できれば、便利になります 。,2
冷凍食品の惣菜を増やして欲しい。,2
従業員のOさんは、いつも対応が大変良いです 昼間の女性は、全て感じも良いですね！カクテキキムチ100円で、販売して欲しい‼️。,1
更新されたアプリが使いにくい 使いにく更新するってどういうこと？。,0
希望している商品があったりなかったりして定期的に続けて購入が出来ず困る 安定して入荷してほしい 。,1
たいへん良好。,1
銀座店のサッカー台にゴミ箱を設置してほしいです よろしくお願いします 。,1
インスタントラーメン、お水、ドリンクをもう少し安くして欲しい。,1
すぐに聞ける店員さんが少ない気がします 。,2
レジの場所が分かりづらい。,0
同じ事を何度も言いますが、品出しをしているスタッフの方の指導は、どうなっているのでしょう？箱を通路に広げて、どかそうともしない挨拶もしない、そのような指導をしているのですか？不愉快です 。,0
特に無い。,2
レジ待ち時間が長いです 。,0
会員限定値引きの値札が見にくいものが多かったです。,0
レジが早くて嬉しいです 人の列ができるとすぐに応援の人が来てくれます！。,1
マスクの種類はもうちょい増やしてくれへんかな？,2
駐車場の割引が2000円以上で1時間は高すぎる また出口も厚木街道に出にくく駐車場の中で渋滞していることがある 。,0
駐車場穴だらけ。,0
照明が明るすぎて疲れた 。,0
レジが2人体制だったので、とてもスムーズに終わりました 。,1
みなさんいい人たちばかりです。,1
品数が少なくクーポンの商品がないことがある？。,2
レジの若い店員の接客態度が悪い。,0
もう少し 障害者に 優しく できる まる買い物が できるようにしてください 。,1
夕方の忙しい時間でしたが、皆さん、テキパキと仕事をしていました 頑張って下さい。,1
paypay決済が出来るようにして欲しい 。,1
いつもレジがいっぱいなので、もっとレジを開けてもらうかセルフレジがあるといい。,2
クーポンサービスわかりにくい,0
レジスタッフさんは、どの方も、笑顔で、嫌な気分になったことがないです 。,1
いつもありがとうございます。,1
かじのやのしそのり納豆を入荷して欲しいです 。,1
加藤くんもっと頑張りましょうマジカカード会員でバーコード提示してるんだから千種香流店のステッカー引換券持ってるの知ってるよね❗こっちもいい忘れたからステッカーもらい損ないましたよ。,1
全体的に前より高くなったから安くしてほしい。,0
特に有りません。,2
とっても良い対応ありがとうございます。,1
従業員のUさんがとても親切で気持ちよかったです 。,1
品揃えがよく買い物に行くのが楽しみです 。,1
従業員の方どなたも感じがよく対応してくださったので買い物が楽しかったです 。,1
他店舗で実施しているアプリ会員限定でレジ袋をもらえるサービスをいろいろな店舗でも実施してくれるとありがたいです 。,1
無料の袋を入れときますと先に言ってくれた 。,1
袋詰する台まで遠いし狭い 。,0
このくじがもう1年以上当たってないけど、どんな確率なんでしょうかね?!。,2
マヨネーズを安くしてほしい 。,1
トイレが汚い。長居ができん,0
セルフレジはなかなかなれないです。,2
レジにいると思った店員がいきなり別のレジに移動してしまい、とても待たされた。,0
案内図が欲しい。,1
冷凍パスタの宣伝メールをいい加減にやめてほしい 目障り そんなことしなくても定期的に買っている 送る対象を間違えている 。,0
クーポン取得した商品の場所が分かり難い時があります 店員さんに聞きたくても店員さんが見つからず、クーポン利用を諦めてしまう事があります 。,0
レジの方の対応がとても良かったです。,1
買いたい商品の前で！お話しむかついた！邪魔で買わなかった。,0
レジの男性が親切。,1
安かった。,1
店員の愛想を良くしてほしいです 。,1
チャージしようとしたら、出来なかったので、レジでチャージしました どうしてできなかったのでしょうか？。,2
安売りの品の所に違う商品が入っていて、間違えて購入しそうになった 気になる商品があったが値段表示がなく購入しなかった。,2
荷物を袋につめるところがせまい。,0
久しぶりの八丁堀店でしたが楽しかったです。,1
レジに長く並ばなくていいのがいいけど、木曜にLINEクーポンがある事を知らなかったので、LINEクーポンありますよ！とか声かけてもらえたら嬉しいのになと思いました 。,2
お菓子のうまい棒のバラ売りがほしいです。,1
いつもありがとうございます 。,1
お名前は覚えておりませんが、新人さんマークが付いた方でしたが、対応が良くスムーズでした 。,1
特に無いなっしー。,2
混んでいても、空いてるレジに誘導してくれて、前に置いていた商品が見当たらなく、店員さんに、聴くと、端末で在庫などを確認してくれて、親切丁寧な対応をしてくださいました 季節の移り代わりの商品などわかりやすく、値下げ品も満足して買えます 。,1
私がいつも飲んでいるお酒が゛安くてしかもオマケ付き ゛と連絡を貰ったから、仕事帰りにかけつけました オマケ（チップスター）が付いてなくてガッカリでした 。,0
店員さん若いのに活気がないね。,0
良いです。,1
なし。,2
特にない 書いてもどうせ何も変わらないから 。,2
特に不満やトラブルはありません。,1
いつも利用させていただいてます 品揃えが豊富で安くとても助かっております ありがとうございます 一つだけお願いするとしたら、韓国系のカップラーメンが食べたくて、高田馬場周辺で売っているところで思い浮かぶのはドンキだけだったので買いにいきましたが、韓国系の商品があまり陳列されたなくて少し残念でした 東府中のドンキに行った時、韓国系のコーナーがあったりしてました 今、YouTubeなどでモッパン動画が流行っているので、ぜひ高田馬場のドンキ様にも韓国系の商品を取り扱っていただきたいと願ってます 。,1
初めて行きました 広くてドンキに来たなーと思いました 。,1
Kさんという従業員の方が、重い箱のドリンクを運んでくれました いつも親切にしてくださる方で、助かります ありがとうございました 。,1
対応が良かった。,1
探し物をしている時に親切に若い女性の店員さんがさがしてくれました ありがとうございました。,1
何時に行っても、欠品している商品がある 例えば、ポテチとか 在庫が無いのか、並べる気が無いのか、はっきりして欲しい 。,0
生ハムが、198円から238円になってからは買っていません よく行く食品スｰパーと価格が変わらなくなったからです 何故なのでしょうか？。,2
既に販売してるのを見つけられなかったのかも知れませんが炭酸シャンプーを取り扱って欲しいです 。,1
レジ打ちの若い男性の態度が、あまりにもぶっきらぼうで、声も小さく聞き取り辛くて最悪でした クーポン対象の商品も、上限数がまだまだ沢山あったにも関わらず、棚に一つも陳列されていなくて、店員さんに確認したかったので、10分程探しましたが、誰も売り場にはいませんでした 久しぶりに嫌な気持ちで店を出ました 。,0
済ません直ぐに思い浮かびませんでした 。,2
空いているレジの方は、混んでいるレジに並んでいるお客様を誘導するともっと流れると思います。,1
まだ商品の場所が慣れてなくて、何ヶ所か定員さんに尋ねました みなさん商品の場所まで丁寧に案内してくれました 自宅からは多少距離がありますが、定員さんの接客の良さ、商品の安さ、これからはこちらでお買い物します 。,1
以前、レジ会計時に男性店員さんにとても不愉快な対応をされたことがありました ですが、最近、レジが女性店員さんになり、毎回、とても気持ちの良い対応をしてもらっています ほんの少しの心配りで、気持ち良く買い物を済ませることができます いつもありがとうございます ご苦労様です 。,1
詰替用の乾燥パセリが有機パセリの高いヤツしか無く、探しても見付かりませんでした。,0
女性の店員さんは皆、対応良いです。,1
ドン・キホーテ宗像店は、出来たばかりでもあり、他の店舗よりも商品が見やすく分かりやすいです 宗像に出来てくれた事に、感謝しかありません これからも利用させて頂きます！。,1
特にない。,2
贅沢しぼりのチューハイを安くしてほしいです 。,0
ジャーに入った、皮つきカシューナッツを以前に安く買えて、とても美味しかったので、またぜひお取り扱いお願いいたします！。,1
冷凍食品用のドライアイスが欲しい ドンペンのUFOキャッチャーがぜんぜん取れない 。,0
今日の食品売り場は補充用商品の箱があちこちに乱雑に置かれていました ほぼ商品棚の隅に重ねて置いてありましたが綺麗に置かれてないのでカートの車輪が引かかって歩き辛かったです レジは、スムーズにお会計出来ました ありがとうございました 。,2
カートは、いつも整理されてます レジの方も、顔確認しています。,1
駐輪場が狭い 。,0
特になし。,2
空いて良かった。,1
丁寧に接客していただいたので何も言うことはありません 。,1
ベテランらしき人はいつも対応がよい。,1
商品の価格が書いていないのがあって、近くに誰もスタッフも居ないので値段が聞けなかったので、表示価格を分かりやすくして頂けるとありがたいです 。,2
他店より安いので良く利用させて頂いております。,1
従業員のカートや品出しの為のダンボールを毎日避けならが買い物をしています 「すみません」と一度も言われた事はありません もう、態度が悪くて当たり前だと思うようになりました 。,0
買い物後にカゴの返却するのに一度店内に戻る形になるのですが荷物入れてるお客さんが居ると狭くて返却がしずらいかと言って他に返却に使えそうなスペースも無さそうだから仕方ない気もする。,2
このご時世値上がりは仕方ないけど値上げしておいて安値維持とか書かないでほしい。,0
サービスカウンターの方の対応が早くて助かります 。,1
コード決済ができるようにして欲しい(楽天ペイ、PayPayなど…),1
韓国の冷凍食品があるのが嬉しい。,1
野菜を置いて欲しい。,2
メガネ、ふっくらされている男性ですが、何時も心地良い対応をされます。,1
レジ係はぶすっとしていてヤダなぁと思ったが、キャベツをビニール袋に入れてくれたり、仕事は丁寧だった 。,2
前回も書かせて頂きましたが、従業員さんの対応はいつも丁寧なので、安心して買い物ができます 有り難うこざいます 。,1
めぐミルクのアカディを入れて欲しいです。,1
クーポン商品の配送が遅れており、また足を運ばなくてはならないのが近いところではない為に、手間でした 。,0
箸を着けるか聞いて欲しい。必要だったのに入っていなかった,2
レジSさん良い応対です 。,1
以前、六本木店でクリスマスツリーを購入したが、ツリーの幹や枝が折れていて、使い物にならなかった 残念！。,0
アプリ　アップデートしたら、異常に使いづらい 元のほうがよかった！！。,0
レジが２台しか開いていなかったので並びました 。,2
十六茶が安いと思いましたが、そうではありませんでした また安い時に買いたいと思います 。,2
レジが混んでいると、数を増やしてくれるので助かります。,1
レジの対応が良かったです。,1
驚くような商品はありませんでしたが、驚くような出来事はありました。,2
特になし。,2
クーポンが出ている商品の中にどこにも陳列されてないものがある。,2
我が家の在庫がすぐ無くなるので、ギャッツビーの洗顔をいつでも安くしてほしいです。,1
レジのTTさんは丁寧で、空いてたらラッキー！と思って並びます 。,1
野菜類がもう少し安くなるようになれば良いのですが。,2
良かった。,1
16日にペイチャがつかえなかった（15日の深夜だからとのこと）。,0
米を安くしてほしい。,1
まずまず出来ていた 。,1
優しい定員さんばかりで買い物してて楽しい買い物になります。,1
いつもレジの対応が早くて嬉しいです。,1
木更津店でのことですが　クーポン発券保有出来たのに商品が無いってひどいなと思いました 。,0
欲しいな〜っと思った時に？いくらするのか？その商品の値段が分からなくて買えなかった せっかくの激安商品かも知れないのに凄く残念な思いをしました,0
特に無いです。,2
レジが混んでる 。,0
店の出入り口の傾斜が少しキツくて、カートの運びに無理がある。,0
レジ混みすぎ！ティシュを品出ししていた男性店員がさつ!,0
レジ袋が、やぶれやすいです。,0
スタッフ皆さまに親切に対応して頂いております 。,1
フルタのカカオ71%ビターショコラを取り扱いしてほしい 。,1
以前、リッツのチーズサンドがいつも在庫切れだとアンケートに上げたら、最近はいつも購入できて嬉しいです 対応していただきありがとうございます 物価高の昨今、お買い得な商品が多いドンキに助けられています 今後も良心的な価格設定をお願いします 。,1
食品が充実しているのに最近気づいたので、もっと利用しようと思っています 。,1
レジ画面が見えない。,0
現金払いが当たり前だったので、電子マネーとかpay払いはまだなれてないのでいろんなことがわからないことばかりです わからないとレジで戸惑って時間がかかり周りに迷惑をかけてしまいます 。,0
特に無し。,2
ドンペンシールのクーポンを保有してレジで買い物をしたら、店員に在庫が切れましたと言われました クーポン保有した分は確保して欲しかったです とても残念でした 。,0
最初に並んでたレジで前のお客さんがちょっと時間かかりそうでした すぐに従業員の加藤さんが笑顔でこちらにどうぞとレジを開けてくれました ずっと笑顔で対応も良かったです 。,1
酒類の台車ので位置が気になる。,2
子供用マスクの在庫が少なかったので、常に置いてあると良いと思う。,1
レジスタッフを増やして欲しいです 。,1
レジ担当者すこぶる無愛想だった こういう人はココで珍しいですね…バイトという印象ではなかったが喋り方もブッキラボウで丁寧さに欠けていたし品物の扱いも雑だった。,0
値札に（お一人様1点まで）の商品で、安く書いてあったので買って、家に帰ってレシートを見たら安くなってなかった 安くなってたから買ったのにショックだった ちゃんと値段の把握をして欲しいです 。,0
レジの人はいつも親切です。,1
洗剤類をもう少し安くしてほしい。,1
前より　わずかに良くなって　きてますが、まだまだですね!!　今週は、対応の良くない　店員の名札確認します！　。,2
レジの方は素早い動きで気持ち良い。,1
クーポンについて、詳しく教えてくれました 。,1
豆乳を安くしてほしいです 。,2
今のまま品数豊富でお願いします。,1
商品にけっこう埃がたまってる。,0
野菜を安くしてほしいです 。,1
セルフレジがほしい。,1
ペットボトル飲料が高い。,0
レジの男の店員は、なんの挨拶もない！。,0
買いたい商品を探していましたが棚出しスタッフが忙しそうで質問が出来なかった,2
地下二階にいた細いおばさんのレジさんが何も出来ない 。,0
特になし。,2
検査キットが欲しくてmajicaに強制的に登録させられ、折角だから、５%offのクーポン使いたくて初めてクーポン使うし定員に声かけてって書いてあったから聞いたらバーコードの画面で良いですって言われ、レシート見たら５%offはされてなくて他のクーポンは何個か使えてた クーポンの機能事態も使いにくいけど、定員の対応もめんどくさそうだし、スキャンした後のカゴに物を入れるのも雑でバッテリーに関しては、投げた？って思う入れ方で凄く不愉快でした クーポンの使用方法の改善も検討お願いします 。,0
何時もＬＧ購入するのですが、賞味期限が短いので、もう少し長めが入荷してると、一度に2箱買えるので有難いです 。,1
ドンキホーテの食品は大きい物が多い 。,2
クーポン取得したが品切れだった騙された気分。,0
いつも気持ちの良いレジ対応に感謝しています。,1
特にない 。,2
北海道フェアみたいな感じで北の産地の物を売ってるのは魅力的だなと思いました 。,1
店員は良かったけど、くじの意味有りますか？アンケートを取るだけの当たりの無いくじでは？仕事場は2000人近くいますが、当たった人は聞いた事無いです。,2
重たい荷物(お米)を前の机まで運んでもらえてとても助かりました。,1
特になし。,2
テスターと場所と商品の場所がいつも違う！確認するのも大変なので改善して欲しい 。,0
レジめっちゃ丁寧でよかったわ,1
駐車場の警備員がクソ態度悪い,0
東洋水産ふっくら中華風おこわ298円を復活させて頂きたい。,0
開店直後か、21:00過ぎでもないとレジで相当並ぶ レジ自体は10台以上あるよう 開放してるのは半分強 安いがゆえにみんな大量買い 近くのスーパー、セルフレジ6台、有人レジ2台 客数、購入量からしたらもっとレジ開放したほうがいいと思う 。,2
特になし。,2
安くて嬉しいです 行くのが楽しみです 。,1
最近レジの店員さんは皆さん言葉もハキハキしているしお客様対応が良くなったと思います、接客面では無いんですが！いつもワンちゃんの餌にササミのメガ盛りを買うんですが最近価格が高くなった上にササミの処理が雑になったような気がします薄皮がくっついていて食べるのは食べるんですが湯がいた後はがして与えてます 。,0
衣料品に特化した店にして欲しいです ゲｰムとかは、要らない 年配の人ように種類を増やして欲しいです 。,1
ゲームソフトを購入したときに売り場にはダミーソフト置いてなかったのですがレジで問い合わせたところ、裏から在庫を探してきてくださり丁寧に対応していただきました どこも、売り切れで諦めていたのでとても、嬉しかったです 。,1
いつも頑張ってカート回収してくれています。,1
これからも利用させていただきます 。,1
相変わらず、通路に商品のコンテナがあって邪魔なんですよね 。,0
お手洗いは掃除はされているのですが、おそらく古いため、便器の周りの床がジワッと濡れていたり、何となく汚いなという感じがします 綺麗になって欲しいです 。,0
最近ドンキ行ってなかったけと、やっぱり安くていいな～と思った。,1
majicaクーポンの商品持って行ったつもりが違った商品だったようでレジの人がその商品持ってくるように店員に連絡したところその店員も間違った商品持ってきて結果クーポンの商品はなかったそれってまぎらわしいと思いませんか？もっとわかりやすくして欲しいです。,0
カートの台数を増やして下さい 。,1
今回、売場価格表示とレジ精算価格が違ってた 。,0
良かった。,1
ないです。,2
レジの人がスムーズで良かった！シャンプーが少し高い気がしますもう少し安くしたらお客さんも買うかも。,2
いつも良いお店と思います 今後もよろしくお願いします 。,1
花王のキッチンハイターを購入したかったのだが、ドンキホーテオリジナル商品の情熱価格のキッチンブリーチしか置かれていなかった また花王のキッチンハイターも置いて欲しい 。,0
従業員さんのニコニコが嬉しかったです＼(^o^)／。,1
ベビーカーでエレベーターに乗る時、いつもお店の方が対応してくださって素晴らしい！。,1
高松店に有名なブランド品を増やして欲しい 。,1
Calbeeのポテトチップスのセールをお願いします!!ドラッグストアよりドンキが安いのは知ってますが、もう少しだけで良いので値下げをお願いしますm(_ _)m。,1
アリエール除菌プラスが以前945g298円で売っていたが、ココ最近、増量してるのにも関わらず高くなってる 。,0
モルティーザースというチョコレートを取り扱って欲しいです 。,1
レジの方の対応がとても良かったです 。,1
従業員のSさんの笑顔応対等が良かった 気配りもできていました 質問にも、いつも答えていただき、ありがとうございます 。,1
弁当美味しい。,1
豚アレルギーの為　ターキーのハムやウインナーを取り扱ってくれたら嬉しいです。,2
インスタントラーメンを安くしてほしい。,1
入り口を広くしてほしいです。,2
問い合わせに対して、その商品はまだ入荷していないとのことでしたが、以前あったから聞いてみたのに入荷指定なしていないの意味がわからなかった 笑顔も見うけられない 無愛想だった 。,0
スムーズでした,1
レジの担当者が親切、丁寧な対応で良かった‼️。,1
また値札とレジの金額が違いました 。,0
9月15日午後3時頃来店 品出ししてる従業員、商品を取りたいのに台車をどかしてくれず目が合ったにも関わらず黙々と作業を続けた どこもかしこも商品棚の前に段ボールの山 棚に並んでる商品取れない 人手不足なら手が回らない段ボールはバックヤードに置いておくべきでは？。,0
特にない。,2
レジスタッフさん、以前よりとてもいいです。,1
フィラのTシャツをそろそろ安くして欲しい 。,0
レジでの間違い時に謝罪の言葉なし。,0
ペット用品増やして欲しい。,1
レジのAさんの対応はとても良かった 。,1
サムライウーマンのシリーズ増やして欲しいです 。,1
オートミールの種類を増やして欲しい。,1
北海道商品を増やして欲しい。,1
忙しいか、コロナウイルスか余り、声かけは有りません お客さまの籠から袋が落ちて、レジの補佐の人がその袋を誤って踏みそのままお客さまの籠に返してました 商品を取り変えた方が良かったのではないかな。,2
サービスカウンターの店員さんが対応が良いです。,1
良いです。,1
トイレットペーパーを安くして欲しいです 。,0
きのう、アップデートしてQRコードからバーコードになったようだが、従業員を呼んでも解決しなかった また左の端末の紙切れで使用不可だったが、上記対応で従業員の人を呼んで見てもらった際に端末を絶対見てるのにすぐに対応せず使用不可のままだった ・9：10ごろに行ってすでに平日のAM限定の安価の卵が買えなかった スマホで予約をできるのは分かるが、足を運んでいる客も大事にした方がよいのでは？・品出しの嵐でけっこうじゃま 従業員がたくさんいるのにすいませんの一言もない 。,0
皆さん親切丁寧です。,1
駐輪場の放置自転車を片付けて 麒麟の酎ハイグレープ味、500mlも販売して 酎ハイを冷やして 今日は店員さんの挨拶が多くて気持ちよかったです 。,1
チラシ以外の特売品は、お得感が増すし、何があるかの楽しみも増すので、これからもどんどんお願いします 。,1
本日の朝の職員さんは、陳列しながらでも皆さん挨拶して下さって気持ち良かったです 。,1
従業員の女性(レジ)の対応が良かった。,1
開いてるレジがわかりにくいのが残念 店内のWi-Fiにつながっても、弱い為、アプリが起動しない アプリを起動させる為、いちいちWi-Fiを切らなくてはならないのがとても面倒 更に、元に戻すのを忘れ、自宅のWi-Fiにつながっでいるものだと思いギガを使ってしまい失敗することも 繋がらないWi-Fiなら、やめてほしい 。,0
レジの店員さんが、ニコニコしてます！。,1
特売品以外の商品も出来る限り安くして欲しい。,1
特に無し。,2
ポップの値段と　レシートの値段が違っているのは　どうしてですか?昨日より安いと　思ったから買ったのに　値段の見間違いかと思い翌日確認したけと　見間違いではなかった ものすごく損した気分　数年前にも　同じ事が　ありました。,0
とても優しい従業員さんで丁寧な接客でした 。,1
店内位置替えでわかりにくくなった。,0
どこに何があるかもう少しわかりやすくしてほしい。,1
大きいサイズの、アンダーウェアを、小スペースで良いので、置いて欲しいです (３L．４Ｌ．のパンツ などなど！！　。,0
覚えたら棚変え‼️覚えたら棚変え‼️。,2
最近又通路がせまくなってるところが多々あります 通りづらく、商品も見にくい売り場もあります 。,0
アプリのアップデートでクーポンが分からないのがあり、レジで店員さんに聞いたけど、あ〜アップデートで難しく分かりませんと言われ対応してくれませんでした わからないから聞いてるのに、対応しないなら聞く意味無いとおもいました 。,0
早朝で空いてたので良かったです。,1
レジのメガネやのおばちゃんが、とても親切だったありがたかった。,1
スマホの使い方があまり得意じゃない私に　スマホを使ってクーポンを得る時など、スタッフさん優しく教えて下さいました ありがとうございました 　。,1
キャットフードをもう少しお安くしてもらいたいです 。,1
本日のレジKDさん、いらっしゃいませの挨拶も無しです、商品の取り扱いも非常に雑でした お伝え下さいませ 。,0
駐車場割引を他店プラスで受けられることを教えてくれた 感謝です。,1
いつも丁寧な対応ありがとうございます。,1
値札がついていない商品が積み上げてあり、店員さんに聞いて買いました 数日後に行ってもまだ値札がついていませんでした 。,0
クーポンはあるが、商品がないのがここ何回かある。仕方ないが残念。,0
エレベーターの消毒液のノズルがなく、洋服にかかってしまいました 交換お願いします。,0
袋が取りづらい。,0
クーポンを所有していたのに商品がなかった店員さんの対応イマイチでした、。,0
なし。,2
迷路過ぎて迷う。,2
トイレを綺麗にしてほしいです。,1
ゴートミルクボディシャンプー2リットルがお得で気に入った ラストワンだったので、入荷していたらリピしたい 。,1
通路に品物がいっぱい通れない。,0
レジの、店員さんの手際がよかった 忙しいでしょうに、笑顔で対応してもらいました ただ、売り場の店員さんがレジの方に比べると、寂しい感じだった 。,1
いつも通り丁寧にして頂いている,1
食料品の値段を下げて欲しい 期限の近い商品の割引を増やして欲しい。,0
クールグリースの再度取り扱いお願いします！。,1
学生アルバイトが黙々と仕事をしており頑張っているなと思います 。,1
焼肉のタレが美味しかったです 。,1
これからもワクワクドキドキする商品や品揃え さらにそれを探す、まるで探検するかのような買い物ができる店舗づくりをお願いします！。,1
いつも楽しく買い物をしています。,1
雨の日に傘が無かった。,0
レジに居た外国の店員さんの日本語が下手で分かりにくかった 。,2
